Birthplace,Sex,Race,Age group,Base,Stratum,From_state,To_State
Mexico,Female,Asian,Age 35-39,0.099227883,Mexico Female Asian Age 35-39,Uninitialized,Latent TB
Mexico,Female,Asian,Age 40-44,0.099227883,Mexico Female Asian Age 40-44,Uninitialized,Latent TB
Mexico,Female,Asian,Age 45-49,0.147271949,Mexico Female Asian Age 45-49,Uninitialized,Latent TB
Mexico,Female,Asian,Age 50-54,0.147271949,Mexico Female Asian Age 50-54,Uninitialized,Latent TB
Mexico,Female,Asian,Age 55-59,0.147271949,Mexico Female Asian Age 55-59,Uninitialized,Latent TB
Mexico,Female,Asian,Age 60-64,0.147271949,Mexico Female Asian Age 60-64,Uninitialized,Latent TB
Mexico,Female,Asian,Age 65-69,0.090033368,Mexico Female Asian Age 65-69,Uninitialized,Latent TB
Mexico,Female,Asian,Age 70-74,0.090033368,Mexico Female Asian Age 70-74,Uninitialized,Latent TB
Mexico,Female,Asian,Age 75-79,0.090033368,Mexico Female Asian Age 75-79,Uninitialized,Latent TB
Mexico,Female,Asian,Age 80+,0.090033368,Mexico Female Asian Age 80+,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 15-19,0.066623162,Mexico Female Hispanic Age 15-19,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 20-24,0.066623162,Mexico Female Hispanic Age 20-24,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 25-29,0.099227883,Mexico Female Hispanic Age 25-29,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 30-34,0.099227883,Mexico Female Hispanic Age 30-34,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 35-39,0.099227883,Mexico Female Hispanic Age 35-39,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 40-44,0.099227883,Mexico Female Hispanic Age 40-44,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 45-49,0.147271949,Mexico Female Hispanic Age 45-49,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 50-54,0.147271949,Mexico Female Hispanic Age 50-54,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 55-59,0.147271949,Mexico Female Hispanic Age 55-59,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 60-64,0.147271949,Mexico Female Hispanic Age 60-64,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 65-69,0.090033368,Mexico Female Hispanic Age 65-69,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 70-74,0.090033368,Mexico Female Hispanic Age 70-74,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 75-79,0.090033368,Mexico Female Hispanic Age 75-79,Uninitialized,Latent TB
Mexico,Female,Hispanic,Age 80+,0.090033368,Mexico Female Hispanic Age 80+,Uninitialized,Latent TB
Mexico,Female,Black,Age 15-19,0.066623162,Mexico Female Black Age 15-19,Uninitialized,Latent TB
Mexico,Female,Black,Age 20-24,0.066623162,Mexico Female Black Age 20-24,Uninitialized,Latent TB
Mexico,Female,Black,Age 25-29,0.099227883,Mexico Female Black Age 25-29,Uninitialized,Latent TB
Mexico,Female,Black,Age 30-34,0.099227883,Mexico Female Black Age 30-34,Uninitialized,Latent TB
Mexico,Female,Black,Age 35-39,0.099227883,Mexico Female Black Age 35-39,Uninitialized,Latent TB
Mexico,Female,Black,Age 40-44,0.099227883,Mexico Female Black Age 40-44,Uninitialized,Latent TB
Mexico,Female,Black,Age 45-49,0.147271949,Mexico Female Black Age 45-49,Uninitialized,Latent TB
Mexico,Female,Black,Age 50-54,0.147271949,Mexico Female Black Age 50-54,Uninitialized,Latent TB
Mexico,Female,Black,Age 55-59,0.147271949,Mexico Female Black Age 55-59,Uninitialized,Latent TB
Mexico,Female,Black,Age 60-64,0.147271949,Mexico Female Black Age 60-64,Uninitialized,Latent TB
Mexico,Female,Black,Age 65-69,0.090033368,Mexico Female Black Age 65-69,Uninitialized,Latent TB
Mexico,Female,Black,Age 70-74,0.090033368,Mexico Female Black Age 70-74,Uninitialized,Latent TB
Mexico,Female,Black,Age 75-79,0.090033368,Mexico Female Black Age 75-79,Uninitialized,Latent TB
Mexico,Female,Black,Age 80+,0.090033368,Mexico Female Black Age 80+,Uninitialized,Latent TB
Mexico,Female,White,Age 15-19,0.066623162,Mexico Female White Age 15-19,Uninitialized,Latent TB
Mexico,Female,White,Age 20-24,0.066623162,Mexico Female White Age 20-24,Uninitialized,Latent TB
Mexico,Female,White,Age 25-29,0.099227883,Mexico Female White Age 25-29,Uninitialized,Latent TB
Mexico,Female,White,Age 30-34,0.099227883,Mexico Female White Age 30-34,Uninitialized,Latent TB
Mexico,Female,White,Age 35-39,0.099227883,Mexico Female White Age 35-39,Uninitialized,Latent TB
Mexico,Female,White,Age 40-44,0.099227883,Mexico Female White Age 40-44,Uninitialized,Latent TB
Mexico,Female,White,Age 45-49,0.147271949,Mexico Female White Age 45-49,Uninitialized,Latent TB
Mexico,Female,White,Age 50-54,0.147271949,Mexico Female White Age 50-54,Uninitialized,Latent TB
Mexico,Female,White,Age 55-59,0.147271949,Mexico Female White Age 55-59,Uninitialized,Latent TB
Mexico,Female,White,Age 60-64,0.147271949,Mexico Female White Age 60-64,Uninitialized,Latent TB
Mexico,Female,White,Age 65-69,0.090033368,Mexico Female White Age 65-69,Uninitialized,Latent TB
Mexico,Female,White,Age 70-74,0.090033368,Mexico Female White Age 70-74,Uninitialized,Latent TB
Mexico,Female,White,Age 75-79,0.090033368,Mexico Female White Age 75-79,Uninitialized,Latent TB
Mexico,Female,White,Age 80+,0.090033368,Mexico Female White Age 80+,Uninitialized,Latent TB
Mexico,Female,Other,Age 15-19,0.066623162,Mexico Female Other Age 15-19,Uninitialized,Latent TB
Mexico,Female,Other,Age 20-24,0.066623162,Mexico Female Other Age 20-24,Uninitialized,Latent TB
Mexico,Female,Other,Age 25-29,0.099227883,Mexico Female Other Age 25-29,Uninitialized,Latent TB
Mexico,Female,Other,Age 30-34,0.099227883,Mexico Female Other Age 30-34,Uninitialized,Latent TB
Mexico,Female,Other,Age 35-39,0.099227883,Mexico Female Other Age 35-39,Uninitialized,Latent TB
Mexico,Female,Other,Age 40-44,0.099227883,Mexico Female Other Age 40-44,Uninitialized,Latent TB
Mexico,Female,Other,Age 45-49,0.147271949,Mexico Female Other Age 45-49,Uninitialized,Latent TB
Mexico,Female,Other,Age 50-54,0.147271949,Mexico Female Other Age 50-54,Uninitialized,Latent TB
Mexico,Female,Other,Age 55-59,0.147271949,Mexico Female Other Age 55-59,Uninitialized,Latent TB
Mexico,Female,Other,Age 60-64,0.147271949,Mexico Female Other Age 60-64,Uninitialized,Latent TB
Mexico,Female,Other,Age 65-69,0.090033368,Mexico Female Other Age 65-69,Uninitialized,Latent TB
Mexico,Female,Other,Age 70-74,0.090033368,Mexico Female Other Age 70-74,Uninitialized,Latent TB
Mexico,Female,Other,Age 75-79,0.090033368,Mexico Female Other Age 75-79,Uninitialized,Latent TB
Mexico,Female,Other,Age 80+,0.090033368,Mexico Female Other Age 80+,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 15-19,0.199065578,Myanmar Male Asian Age 15-19,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 20-24,0.199065578,Myanmar Male Asian Age 20-24,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 25-29,0.518208685,Myanmar Male Asian Age 25-29,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 30-34,0.518208685,Myanmar Male Asian Age 30-34,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 35-39,0.518208685,Myanmar Male Asian Age 35-39,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 40-44,0.518208685,Myanmar Male Asian Age 40-44,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 45-49,0.386363275,Myanmar Male Asian Age 45-49,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 50-54,0.386363275,Myanmar Male Asian Age 50-54,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 55-59,0.386363275,Myanmar Male Asian Age 55-59,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 60-64,0.386363275,Myanmar Male Asian Age 60-64,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 65-69,0.155929006,Myanmar Male Asian Age 65-69,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 70-74,0.155929006,Myanmar Male Asian Age 70-74,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 75-79,0.155929006,Myanmar Male Asian Age 75-79,Uninitialized,Latent TB
Myanmar,Male,Asian,Age 80+,0.155929006,Myanmar Male Asian Age 80+,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 15-19,0.199065578,Myanmar Male Hispanic Age 15-19,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 20-24,0.199065578,Myanmar Male Hispanic Age 20-24,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 25-29,0.518208685,Myanmar Male Hispanic Age 25-29,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 30-34,0.518208685,Myanmar Male Hispanic Age 30-34,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 35-39,0.518208685,Myanmar Male Hispanic Age 35-39,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 40-44,0.518208685,Myanmar Male Hispanic Age 40-44,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 45-49,0.386363275,Myanmar Male Hispanic Age 45-49,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 50-54,0.386363275,Myanmar Male Hispanic Age 50-54,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 55-59,0.386363275,Myanmar Male Hispanic Age 55-59,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 60-64,0.386363275,Myanmar Male Hispanic Age 60-64,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 65-69,0.155929006,Myanmar Male Hispanic Age 65-69,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 70-74,0.155929006,Myanmar Male Hispanic Age 70-74,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 75-79,0.155929006,Myanmar Male Hispanic Age 75-79,Uninitialized,Latent TB
Myanmar,Male,Hispanic,Age 80+,0.155929006,Myanmar Male Hispanic Age 80+,Uninitialized,Latent TB
Myanmar,Male,Black,Age 15-19,0.199065578,Myanmar Male Black Age 15-19,Uninitialized,Latent TB
Myanmar,Male,Black,Age 20-24,0.199065578,Myanmar Male Black Age 20-24,Uninitialized,Latent TB
Myanmar,Male,Black,Age 25-29,0.518208685,Myanmar Male Black Age 25-29,Uninitialized,Latent TB
Myanmar,Male,Black,Age 30-34,0.518208685,Myanmar Male Black Age 30-34,Uninitialized,Latent TB
Myanmar,Male,Black,Age 35-39,0.518208685,Myanmar Male Black Age 35-39,Uninitialized,Latent TB
Myanmar,Male,Black,Age 40-44,0.518208685,Myanmar Male Black Age 40-44,Uninitialized,Latent TB
Myanmar,Male,Black,Age 45-49,0.386363275,Myanmar Male Black Age 45-49,Uninitialized,Latent TB
Myanmar,Male,Black,Age 50-54,0.386363275,Myanmar Male Black Age 50-54,Uninitialized,Latent TB
Myanmar,Male,Black,Age 55-59,0.386363275,Myanmar Male Black Age 55-59,Uninitialized,Latent TB
Myanmar,Male,Black,Age 60-64,0.386363275,Myanmar Male Black Age 60-64,Uninitialized,Latent TB
Myanmar,Male,Black,Age 65-69,0.155929006,Myanmar Male Black Age 65-69,Uninitialized,Latent TB
Myanmar,Male,Black,Age 70-74,0.155929006,Myanmar Male Black Age 70-74,Uninitialized,Latent TB
Myanmar,Male,Black,Age 75-79,0.155929006,Myanmar Male Black Age 75-79,Uninitialized,Latent TB
Myanmar,Male,Black,Age 80+,0.155929006,Myanmar Male Black Age 80+,Uninitialized,Latent TB
Myanmar,Male,White,Age 15-19,0.199065578,Myanmar Male White Age 15-19,Uninitialized,Latent TB
Myanmar,Male,White,Age 20-24,0.199065578,Myanmar Male White Age 20-24,Uninitialized,Latent TB
Myanmar,Male,White,Age 25-29,0.518208685,Myanmar Male White Age 25-29,Uninitialized,Latent TB
Myanmar,Male,White,Age 30-34,0.518208685,Myanmar Male White Age 30-34,Uninitialized,Latent TB
Myanmar,Male,White,Age 35-39,0.518208685,Myanmar Male White Age 35-39,Uninitialized,Latent TB
Myanmar,Male,White,Age 40-44,0.518208685,Myanmar Male White Age 40-44,Uninitialized,Latent TB
Myanmar,Male,White,Age 45-49,0.386363275,Myanmar Male White Age 45-49,Uninitialized,Latent TB
Myanmar,Male,White,Age 50-54,0.386363275,Myanmar Male White Age 50-54,Uninitialized,Latent TB
Myanmar,Male,White,Age 55-59,0.386363275,Myanmar Male White Age 55-59,Uninitialized,Latent TB
Myanmar,Male,White,Age 60-64,0.386363275,Myanmar Male White Age 60-64,Uninitialized,Latent TB
Myanmar,Male,White,Age 65-69,0.155929006,Myanmar Male White Age 65-69,Uninitialized,Latent TB
Myanmar,Male,White,Age 70-74,0.155929006,Myanmar Male White Age 70-74,Uninitialized,Latent TB
Myanmar,Male,White,Age 75-79,0.155929006,Myanmar Male White Age 75-79,Uninitialized,Latent TB
Myanmar,Male,White,Age 80+,0.155929006,Myanmar Male White Age 80+,Uninitialized,Latent TB
Myanmar,Male,Other,Age 15-19,0.199065578,Myanmar Male Other Age 15-19,Uninitialized,Latent TB
Myanmar,Male,Other,Age 20-24,0.199065578,Myanmar Male Other Age 20-24,Uninitialized,Latent TB
Myanmar,Male,Other,Age 25-29,0.518208685,Myanmar Male Other Age 25-29,Uninitialized,Latent TB
Myanmar,Male,Other,Age 30-34,0.518208685,Myanmar Male Other Age 30-34,Uninitialized,Latent TB
Myanmar,Male,Other,Age 35-39,0.518208685,Myanmar Male Other Age 35-39,Uninitialized,Latent TB
Myanmar,Male,Other,Age 40-44,0.518208685,Myanmar Male Other Age 40-44,Uninitialized,Latent TB
Myanmar,Male,Other,Age 45-49,0.386363275,Myanmar Male Other Age 45-49,Uninitialized,Latent TB
Myanmar,Male,Other,Age 50-54,0.386363275,Myanmar Male Other Age 50-54,Uninitialized,Latent TB
Myanmar,Male,Other,Age 55-59,0.386363275,Myanmar Male Other Age 55-59,Uninitialized,Latent TB
Myanmar,Male,Other,Age 60-64,0.386363275,Myanmar Male Other Age 60-64,Uninitialized,Latent TB
Myanmar,Male,Other,Age 65-69,0.155929006,Myanmar Male Other Age 65-69,Uninitialized,Latent TB
Myanmar,Male,Other,Age 70-74,0.155929006,Myanmar Male Other Age 70-74,Uninitialized,Latent TB
Myanmar,Male,Other,Age 75-79,0.155929006,Myanmar Male Other Age 75-79,Uninitialized,Latent TB
Myanmar,Male,Other,Age 80+,0.155929006,Myanmar Male Other Age 80+,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 15-19,0.177848615,Myanmar Female Asian Age 15-19,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 20-24,0.177848615,Myanmar Female Asian Age 20-24,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 25-29,0.308159994,Myanmar Female Asian Age 25-29,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 30-34,0.308159994,Myanmar Female Asian Age 30-34,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 35-39,0.308159994,Myanmar Female Asian Age 35-39,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 40-44,0.308159994,Myanmar Female Asian Age 40-44,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 45-49,0.249091745,Myanmar Female Asian Age 45-49,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 50-54,0.249091745,Myanmar Female Asian Age 50-54,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 55-59,0.249091745,Myanmar Female Asian Age 55-59,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 60-64,0.249091745,Myanmar Female Asian Age 60-64,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 65-69,0.0984774,Myanmar Female Asian Age 65-69,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 70-74,0.0984774,Myanmar Female Asian Age 70-74,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 75-79,0.0984774,Myanmar Female Asian Age 75-79,Uninitialized,Latent TB
Myanmar,Female,Asian,Age 80+,0.0984774,Myanmar Female Asian Age 80+,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 15-19,0.177848615,Myanmar Female Hispanic Age 15-19,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 20-24,0.177848615,Myanmar Female Hispanic Age 20-24,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 25-29,0.308159994,Myanmar Female Hispanic Age 25-29,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 30-34,0.308159994,Myanmar Female Hispanic Age 30-34,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 35-39,0.308159994,Myanmar Female Hispanic Age 35-39,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 40-44,0.308159994,Myanmar Female Hispanic Age 40-44,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 45-49,0.249091745,Myanmar Female Hispanic Age 45-49,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 50-54,0.249091745,Myanmar Female Hispanic Age 50-54,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 55-59,0.249091745,Myanmar Female Hispanic Age 55-59,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 60-64,0.249091745,Myanmar Female Hispanic Age 60-64,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 65-69,0.0984774,Myanmar Female Hispanic Age 65-69,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 70-74,0.0984774,Myanmar Female Hispanic Age 70-74,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 75-79,0.0984774,Myanmar Female Hispanic Age 75-79,Uninitialized,Latent TB
Myanmar,Female,Hispanic,Age 80+,0.0984774,Myanmar Female Hispanic Age 80+,Uninitialized,Latent TB
Myanmar,Female,Black,Age 15-19,0.177848615,Myanmar Female Black Age 15-19,Uninitialized,Latent TB
Myanmar,Female,Black,Age 20-24,0.177848615,Myanmar Female Black Age 20-24,Uninitialized,Latent TB
Myanmar,Female,Black,Age 25-29,0.308159994,Myanmar Female Black Age 25-29,Uninitialized,Latent TB
Myanmar,Female,Black,Age 30-34,0.308159994,Myanmar Female Black Age 30-34,Uninitialized,Latent TB
Myanmar,Female,Black,Age 35-39,0.308159994,Myanmar Female Black Age 35-39,Uninitialized,Latent TB
Myanmar,Female,Black,Age 40-44,0.308159994,Myanmar Female Black Age 40-44,Uninitialized,Latent TB
Myanmar,Female,Black,Age 45-49,0.249091745,Myanmar Female Black Age 45-49,Uninitialized,Latent TB
Myanmar,Female,Black,Age 50-54,0.249091745,Myanmar Female Black Age 50-54,Uninitialized,Latent TB
Myanmar,Female,Black,Age 55-59,0.249091745,Myanmar Female Black Age 55-59,Uninitialized,Latent TB
Myanmar,Female,Black,Age 60-64,0.249091745,Myanmar Female Black Age 60-64,Uninitialized,Latent TB
Myanmar,Female,Black,Age 65-69,0.0984774,Myanmar Female Black Age 65-69,Uninitialized,Latent TB
Myanmar,Female,Black,Age 70-74,0.0984774,Myanmar Female Black Age 70-74,Uninitialized,Latent TB
Myanmar,Female,Black,Age 75-79,0.0984774,Myanmar Female Black Age 75-79,Uninitialized,Latent TB
Myanmar,Female,Black,Age 80+,0.0984774,Myanmar Female Black Age 80+,Uninitialized,Latent TB
Myanmar,Female,White,Age 15-19,0.177848615,Myanmar Female White Age 15-19,Uninitialized,Latent TB
Myanmar,Female,White,Age 20-24,0.177848615,Myanmar Female White Age 20-24,Uninitialized,Latent TB
Myanmar,Female,White,Age 25-29,0.308159994,Myanmar Female White Age 25-29,Uninitialized,Latent TB
Myanmar,Female,White,Age 30-34,0.308159994,Myanmar Female White Age 30-34,Uninitialized,Latent TB
Myanmar,Female,White,Age 35-39,0.308159994,Myanmar Female White Age 35-39,Uninitialized,Latent TB
Myanmar,Female,White,Age 40-44,0.308159994,Myanmar Female White Age 40-44,Uninitialized,Latent TB
Myanmar,Female,White,Age 45-49,0.249091745,Myanmar Female White Age 45-49,Uninitialized,Latent TB
Myanmar,Female,White,Age 50-54,0.249091745,Myanmar Female White Age 50-54,Uninitialized,Latent TB
Myanmar,Female,White,Age 55-59,0.249091745,Myanmar Female White Age 55-59,Uninitialized,Latent TB
Myanmar,Female,White,Age 60-64,0.249091745,Myanmar Female White Age 60-64,Uninitialized,Latent TB
Myanmar,Female,White,Age 65-69,0.0984774,Myanmar Female White Age 65-69,Uninitialized,Latent TB
Myanmar,Female,White,Age 70-74,0.0984774,Myanmar Female White Age 70-74,Uninitialized,Latent TB
Myanmar,Female,White,Age 75-79,0.0984774,Myanmar Female White Age 75-79,Uninitialized,Latent TB
Myanmar,Female,White,Age 80+,0.0984774,Myanmar Female White Age 80+,Uninitialized,Latent TB
Myanmar,Female,Other,Age 15-19,0.177848615,Myanmar Female Other Age 15-19,Uninitialized,Latent TB
Myanmar,Female,Other,Age 20-24,0.177848615,Myanmar Female Other Age 20-24,Uninitialized,Latent TB
Myanmar,Female,Other,Age 25-29,0.308159994,Myanmar Female Other Age 25-29,Uninitialized,Latent TB
Myanmar,Female,Other,Age 30-34,0.308159994,Myanmar Female Other Age 30-34,Uninitialized,Latent TB
Myanmar,Female,Other,Age 35-39,0.308159994,Myanmar Female Other Age 35-39,Uninitialized,Latent TB
Myanmar,Female,Other,Age 40-44,0.308159994,Myanmar Female Other Age 40-44,Uninitialized,Latent TB
Myanmar,Female,Other,Age 45-49,0.249091745,Myanmar Female Other Age 45-49,Uninitialized,Latent TB
Myanmar,Female,Other,Age 50-54,0.249091745,Myanmar Female Other Age 50-54,Uninitialized,Latent TB
Myanmar,Female,Other,Age 55-59,0.249091745,Myanmar Female Other Age 55-59,Uninitialized,Latent TB
Myanmar,Female,Other,Age 60-64,0.249091745,Myanmar Female Other Age 60-64,Uninitialized,Latent TB
Myanmar,Female,Other,Age 65-69,0.0984774,Myanmar Female Other Age 65-69,Uninitialized,Latent TB
Myanmar,Female,Other,Age 70-74,0.0984774,Myanmar Female Other Age 70-74,Uninitialized,Latent TB
Myanmar,Female,Other,Age 75-79,0.0984774,Myanmar Female Other Age 75-79,Uninitialized,Latent TB
Myanmar,Female,Other,Age 80+,0.0984774,Myanmar Female Other Age 80+,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 15-19,0.196959047,Nicaragua Male Asian Age 15-19,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 20-24,0.196959047,Nicaragua Male Asian Age 20-24,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 25-29,0.173101836,Nicaragua Male Asian Age 25-29,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 30-34,0.173101836,Nicaragua Male Asian Age 30-34,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 35-39,0.173101836,Nicaragua Male Asian Age 35-39,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 40-44,0.173101836,Nicaragua Male Asian Age 40-44,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 45-49,0.238777258,Nicaragua Male Asian Age 45-49,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 50-54,0.238777258,Nicaragua Male Asian Age 50-54,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 55-59,0.238777258,Nicaragua Male Asian Age 55-59,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 60-64,0.238777258,Nicaragua Male Asian Age 60-64,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 65-69,0.122750889,Nicaragua Male Asian Age 65-69,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 70-74,0.122750889,Nicaragua Male Asian Age 70-74,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 75-79,0.122750889,Nicaragua Male Asian Age 75-79,Uninitialized,Latent TB
Nicaragua,Male,Asian,Age 80+,0.122750889,Nicaragua Male Asian Age 80+,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 15-19,0.196959047,Nicaragua Male Hispanic Age 15-19,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 20-24,0.196959047,Nicaragua Male Hispanic Age 20-24,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 25-29,0.173101836,Nicaragua Male Hispanic Age 25-29,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 30-34,0.173101836,Nicaragua Male Hispanic Age 30-34,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 35-39,0.173101836,Nicaragua Male Hispanic Age 35-39,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 40-44,0.173101836,Nicaragua Male Hispanic Age 40-44,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 45-49,0.238777258,Nicaragua Male Hispanic Age 45-49,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 50-54,0.238777258,Nicaragua Male Hispanic Age 50-54,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 55-59,0.238777258,Nicaragua Male Hispanic Age 55-59,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 60-64,0.238777258,Nicaragua Male Hispanic Age 60-64,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 65-69,0.122750889,Nicaragua Male Hispanic Age 65-69,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 70-74,0.122750889,Nicaragua Male Hispanic Age 70-74,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 75-79,0.122750889,Nicaragua Male Hispanic Age 75-79,Uninitialized,Latent TB
Nicaragua,Male,Hispanic,Age 80+,0.122750889,Nicaragua Male Hispanic Age 80+,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 15-19,0.196959047,Nicaragua Male Black Age 15-19,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 20-24,0.196959047,Nicaragua Male Black Age 20-24,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 25-29,0.173101836,Nicaragua Male Black Age 25-29,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 30-34,0.173101836,Nicaragua Male Black Age 30-34,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 35-39,0.173101836,Nicaragua Male Black Age 35-39,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 40-44,0.173101836,Nicaragua Male Black Age 40-44,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 45-49,0.238777258,Nicaragua Male Black Age 45-49,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 50-54,0.238777258,Nicaragua Male Black Age 50-54,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 55-59,0.238777258,Nicaragua Male Black Age 55-59,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 60-64,0.238777258,Nicaragua Male Black Age 60-64,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 65-69,0.122750889,Nicaragua Male Black Age 65-69,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 70-74,0.122750889,Nicaragua Male Black Age 70-74,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 75-79,0.122750889,Nicaragua Male Black Age 75-79,Uninitialized,Latent TB
Nicaragua,Male,Black,Age 80+,0.122750889,Nicaragua Male Black Age 80+,Uninitialized,Latent TB
Nicaragua,Male,White,Age 15-19,0.196959047,Nicaragua Male White Age 15-19,Uninitialized,Latent TB
Nicaragua,Male,White,Age 20-24,0.196959047,Nicaragua Male White Age 20-24,Uninitialized,Latent TB
Nicaragua,Male,White,Age 25-29,0.173101836,Nicaragua Male White Age 25-29,Uninitialized,Latent TB
Nicaragua,Male,White,Age 30-34,0.173101836,Nicaragua Male White Age 30-34,Uninitialized,Latent TB
Nicaragua,Male,White,Age 35-39,0.173101836,Nicaragua Male White Age 35-39,Uninitialized,Latent TB
